[-170.38815, 118.1395, 182.11967, -49.501167, 122.55912, -68.245506, -0.10198092, 73.450783, 59.497322, -41.559837, 6.6975265, -6.6384063, 32.27002, 43.744556, 30.237513, 22.815052, -10.4434, -3.1220992, -6.6696887, 16.473404, -12.373595, -18.135462, -5.6909785, -5.6269464, -11.394482, -10.345647, -9.2669306, -6.9507427, -0.54261959, 3.2837253, 3.9816799, -3.4402201, -2.01334, -7.3198128, 3.0984235, 4.7043314, -11.3472, 5.7262492, -7.3718815, 10.282389, -3.0024097, -7.5183239, 11.283271, -5.9087243, 2.5105305, -2.3490734, 4.2326622, 1.4617779, -2.1286271, 3.3070984, -1.9240328, -1.4075559, 2.058742, -1.1962509, -0.66723323, -1.1361976;
  156.90398, 514.12878, 137.58052, 71.514931, 39.531216, 131.95493, 81.231606, 99.04583, -1.6338648, 76.02021, -28.460581, -49.233776, -25.381111, 12.298388, 17.774132, 12.742982, -4.1946902, 11.519372, 7.0991135, 6.6760764, -6.9739575, -11.878789, -5.2604632, 1.9791549, 3.2613342, 10.576665, 4.5069561, -5.57096, 6.4355693, 2.9646597, -1.08858, -7.7335925, 7.5221372, 3.0998878, 2.2004004, -3.3202772, 1.8692898, 2.4491973, -5.1380582, 3.9058354, -1.4501046, 7.5074568, -13.748167, -5.3840618, 4.4432192, 7.9452982, 0.58955699, -0.12331792, -4.2713289, 0.45542279, 2.9003501, -3.8455429, -1.4364948, 0.43619475, -1.7367748, -0.292579;
  -229.8304, 336.60364, 207.47876, 74.90976, 27.63414, -20.585405, -10.956705, 75.119972, 97.828362, -68.483322, -25.803474, -6.5580516, -36.990826, 0.73935932, 24.788454, 5.8693848, 12.572135, -23.231646, -27.947021, -31.560339, -4.4715319, 33.699364, 3.5658791, 6.9240961, -2.1715617, 8.7702475, 9.3890972, 1.6977662, -5.3071742, -8.9369907, 0.57888472, 5.6661277, -2.0935845, 3.5497258, -3.0812371, -4.3290391, -1.2003684, 2.9788074, 4.6958504, 1.4271125, -0.83078587, 2.1954961, -4.7381897, 4.579915, -0.11230517, -2.20891, -0.27386326, -2.6948457, 1.1618381, 0.48026463, 1.7738829, 0.62176156, -0.86498743, -0.286594, 1.6263986, -0.17890915;
  55.179756, 380.4895, 438.90347, -249.08334, -95.557175, -65.349937, 4.0496478, -65.609489, -51.815994, -45.436527, -12.344559, -6.4039316, -29.983673, -34.886494, -16.059381, -14.100397, -1.7353475, 6.8011293, 6.0486159, -2.9210587, -1.8401761, 7.0599732, -16.268888, 5.2131534, 5.3136826, -5.9629865, 5.5446525, -2.073822, -1.3013303, -14.916957, 6.0819945, -5.0662136, 1.3929678, -8.2346716, 2.8220303, 2.9200175, 5.8256364, 3.2324791, -1.5109084, 8.4937696, 1.1223859, -15.255753, 0.070075542, -6.287384, 10.391521, 5.2030468, -2.8310478, 0.24626887, -1.9521959, 1.0537469, 2.5046918, -4.6874547, 1.4537506, 1.0092149, -1.1357347, -0.75800204;
  -30.202028, 404.14679, 399.19858, -146.52179, -48.736259, 122.25492, 28.421021, 35.500347, 7.5196605, 90.651917, 1.8710661, -22.728008, -22.969017, -23.081244, 20.203323, 0.72850227, -18.853813, 5.7464347, 5.1152267, -1.1620786, 11.657289, 10.42905, -5.7817321, -3.08074, -2.9709556, -3.3496916, 6.6473475, 0.52648538, -3.4361281, -1.717481, -6.7858257, 3.3723435, -3.0920992, -4.1433454, -3.4613755, 8.9780064, -1.1243992, -2.381737, 4.6565771, -6.7292175, -0.46877596, -6.0105462, 17.50766, 6.1729727, -4.5339723, -8.2902184, 0.6317324, 0.53941423, 2.3935664, 1.3175218, -4.657383, 3.9384334, 2.0060077, -0.54531938, 1.7912322, 0.32321131;
  106.296, 379.21268, 272.6308, -76.783661, -8.5867519, -141.54628, 39.153717, -16.67248, -82.001251, -60.336346, -63.206242, -31.158133, -30.336937, 0.1415616, -23.720747, 3.6824889, -0.84702772, 4.9078293, 5.1906443, 4.6673169, -5.202291, -14.027588, -5.3301053, 5.4299083, -13.143562, -4.1064014, 2.604784, 1.8531768, -1.9848343, 12.190829, -2.8223295, -0.035455812, -1.255694, 5.2527533, -4.3426361, 0.88449955, -12.07237, -6.1555209, -3.0012038, -0.6778037, -3.2977464, 12.94434, -0.88814646, 1.6265734, -9.7605438, -4.4043903, -0.18816394, 0.43813068, 2.410821, -1.6210003, -2.979389, 4.8031349, -0.83720052, -0.7139312, 1.5445907, -0.44282719;
  -65.397087, 285.66193, 317.55835, -53.595493, 27.817865, -57.706768, -8.3240986, 102.74465, -28.420536, -28.302717, 22.261356, -11.884062, 18.844326, 49.603554, -23.157547, -8.2388916, 34.353214, 9.5389681, -0.6948927, 13.118774, 0.76197124, -10.73102, 18.449192, -3.9613225, 14.538961, 12.450727, 7.8520937, -6.7931757, -3.7851479, -4.1897469, 3.5668626, -0.82355773, -2.7859604, 1.7484155, 5.2208834, 3.5001762, 19.875153, -7.9130592, 3.9643655, -10.25088, 7.5535169, -3.06985, 3.9361675, 2.9724958, 0.80337054, -0.96111077, -0.033773512, -0.91032672, -0.21500179, -2.8601341, -2.1766887, 1.5472283, 0.03796589, -0.205373, -0.19854975, 0.49510691;
  -289.00839, 211.89012, 436.59378, -210.28459, -16.736523, 72.874313, 8.5785656, 14.306581, 41.25069, -40.157219, 46.500011, 36.682446, 23.038805, -11.738351, 18.603678, 2.6553195, -15.888922, 1.7168305, 9.0034962, -9.9378414, -6.7632961, -19.267754, -23.181744, -5.9377799, 11.416317, -18.814917, -9.097888, 12.215485, 5.8499036, 6.666625, 5.047502, 5.6548634, 2.6603208, -7.448298, -2.7663529, -8.963254, 4.0127978, -2.5045741, -2.7510076, -11.614657, 2.7922442, 5.0316467, -7.8805041, 3.3386583, -4.1810637, 1.7327, -5.5886922, -1.5024393, 1.529424, -4.1541348, 2.5444279, 1.1336687, -2.1272914, 1.5539273, 0.048672225, 0.82803673;
  7.8848829, 220.80659, 511.01166, -235.46254, -53.626541, 96.539696, -5.1326561, 37.215874, -16.172747, 19.21806, 58.541538, 63.328049, 34.080696, -2.9036124, -35.522331, -19.061722, 20.627975, -5.1848474, 9.8901587, -2.6959326, 0.006810335, 15.207308, 22.184603, 10.056701, -12.431555, 3.4498515, -2.8790684, -1.758417, -0.4487915, 4.4467335, -5.4702396, -3.2149961, -2.2724671, 8.6197128, -2.6679227, 0.12481852, -11.261278, 4.9347277, -0.23656955, 11.619593, -3.8996484, 5.2123904, -4.1595669, -1.9928756, -2.2000291, 0.76695561, 3.2539494, 0.63021863, 0.48735574, 1.2422861, 0.2288937, -1.6664051, 0.85270208, -1.1844283, 0.2078498, -0.66861069;
  -438.14249, 40.554867, 172.30316, 117.21939, 57.379532, -23.558622, -37.84877, -91.901207, -18.835308, 21.603352, 27.275877, -7.2438002, 1.0749946, 25.839331, -14.98916, 1.4763848, -41.59082, 6.51158, -21.006863, -9.9056959, -8.6885891, 10.839208, 10.296033, 2.0054815, 16.359968, -5.1097846, 12.17792, -11.700757, 15.919132, -3.3922212, 7.9792323, -2.1782832, -9.5701914, -17.557024, 3.9516466, 4.9259996, 3.7333488, 2.4092515, 3.5341816, 6.2665973, -1.9394, 14.165885, 0.91688746, 0.36530346, -4.45399, 3.4790304, 3.6748748, -3.7079728, 2.4897046, -0.74424881, -0.8034243, -0.72783649, 0.56445938, -0.35981205, 2.5689478, 0.059292335;
